"video_part","video_url","video_id","video_title","channel_title","comment_id","parent_id","author_display_name","comment_text","like_count","reply_count","published_at","updated_at","is_reply","comment_level","collected_at"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyIYh8aAtO_9u20MUx4AaABAg.AXnEuXR5YA-AXnFUdAi-sr","UgyIYh8aAtO_9u20MUx4AaABAg","@topengdunia6825","Anda Salah Satu Anak Bangsa Cerdas Dan Cinta Tanah Air,Bung...Bangsa Indonesia Memerlukan Orang2 Seperti Anda...Tak Hanya Cerdas Dan Pintar, Tapi Juga Peka Akan Kondisi Bangsa...Angkat Topi Untuk Anda.","37","0","2026-06-08T12:00:28Z","2026-06-08T12:00:28Z","True","reply","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyIYh8aAtO_9u20MUx4AaABAg.AXnEuXR5YA-AXnFcQ13aa9","UgyIYh8aAtO_9u20MUx4AaABAg","@shasamunib68","SETELAH Purbaya menolak IMF,  Rupiah digoyang 👈👈👈","76","0","2026-06-08T12:01:40Z","2026-06-08T12:01:40Z","True","reply","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyIYh8aAtO_9u20MUx4AaABAg.AXnEuXR5YA-AXnGckeTVr2","UgyIYh8aAtO_9u20MUx4AaABAg","@cgustaman","pantes sekarang di sosmed ada VN yang katanya katanya,,, oh jadi begitu cara main setan2 itu.","4","0","2026-06-08T12:10:27Z","2026-06-08T12:10:27Z","True","reply","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyIYh8aAtO_9u20MUx4AaABAg.AXnEuXR5YA-AXnHALXNbYp","UgyIYh8aAtO_9u20MUx4AaABAg","@kakros023","Pernah memperdebatkan ini 3 bulan lalu.. tapi saya ditertawakan bapak bapak komplek😆","9","0","2026-06-08T12:15:10Z","2026-06-08T12:15:10Z","True","reply","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyIYh8aAtO_9u20MUx4AaABAg.AXnEuXR5YA-AXnHcqGUe9c","UgyIYh8aAtO_9u20MUx4AaABAg","@lovemalaydesh","Share ke teman teman saudara dan keluarga untuk menangkis siaran TV yg sepertinya sudah di kuasai para penghianat bangsa","0","0","2026-06-08T12:19:12Z","2026-06-08T12:19:12Z","True","reply","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyIYh8aAtO_9u20MUx4AaABAg.AXnEuXR5YA-AXnHySuCxad","UgyIYh8aAtO_9u20MUx4AaABAg","@kadrunlaknat-d5s","Jika Prabowo berani buka hubungan diplomatik dgn Israel, Indonesia selamat","1","0","2026-06-08T12:22:09Z","2026-06-08T12:22:09Z","True","reply","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyIYh8aAtO_9u20MUx4AaABAg.AXnEuXR5YA-AXnIoAwGE37","UgyIYh8aAtO_9u20MUx4AaABAg","@midhamkhalidkhalid7555","kan si Wowo sendiri yg kofersi pers duit bergunung gunung masalah hukum, ya kaburlah investor","0","0","2026-06-08T12:29:29Z","2026-06-08T12:29:29Z","True","reply","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyIYh8aAtO_9u20MUx4AaABAg.AXnEuXR5YA-AXnIvK3SNCU","UgyIYh8aAtO_9u20MUx4AaABAg","@semangatsemangat9929","Singapura memang cukup cerdas. Karena keuangan nya lagi minim, dia punya strategi menurunkan nilai mata uang tetangga nya yaitu Indonesia supaya dia beli barang dari Indonesia dengan harga murah 😊","0","0","2026-06-08T12:30:28Z","2026-06-08T12:30:28Z","True","reply","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyIYh8aAtO_9u20MUx4AaABAg.AXnEuXR5YA-AXnJ3cJmFic","UgyIYh8aAtO_9u20MUx4AaABAg","@azr0ckw4rsh1p","Yang dibutuhkan justru realita serangan balik kalo cuma tahu iya ditekan secara politik ekonomi tapi tidak melakukan serangan balik Dan juga pertahanan Dan solusi Nyata yg membuat rakyat bisa panik n terhasut jadi ricuh, kalo bisa bungkam jg media2 yg serang buka borok media tersebut Kan punya BIN jgn cm ambil ngumulin data tp gak bisa nyerang","1","0","2026-06-08T12:31:44Z","2026-06-08T12:31:44Z","True","reply","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyIYh8aAtO_9u20MUx4AaABAg.AXnEuXR5YA-AXnJD1vWMMr","UgyIYh8aAtO_9u20MUx4AaABAg","@indra_1593","@shasamunib68 selain brics ini yg paling menekankan bahwa RI tidak mau bergantung barat","27","0","2026-06-08T12:33:01Z","2026-06-08T12:33:01Z","True","reply","2026-06-16 07:16:44 UTC"
