"video_part","video_url","video_id","video_title","channel_title","comment_id","parent_id","author_display_name","comment_text","like_count","reply_count","published_at","updated_at","is_reply","collected_at"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwzDFK9QglHgwAIreZ4AaABAg","","@heruchandra9319","you tube Gema ini sangat2x masuk akal,ayo rakyat Indonesia bersatu ,jangan saling hujat dan menyalahkan,kita bergandeng tangan u menyelamatkan Indonesia,.........👍","34","1","2026-06-08T12:40:59Z","2026-06-08T12:40:59Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwvYecVeA07KPZZ_qB4AaABAg","","@evieunike1125","❤❤❤❤❤ I Pray for Indonesia, semoga orang"" baik jujur dan yg mau memajukan negeri ini dilindungi, diberi kekuatan, amiiinnn","0","0","2026-06-13T06:07:29Z","2026-06-13T06:07:29Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgxvDau2gXqK3vtZdjJ4AaABAg","","@crestxeon","Luar biasa sangat mencerahkan sekali. Thank you prof Gema, seorang yang peduli pada bangsa Indonesia","49","1","2026-06-08T15:50:45Z","2026-06-08T15:50:45Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwclJGDgiyAEKNSVDt4AaABAg","","@hendrysaputra8982","God bless Prof Gema , terus dipakai Tuhan untuk kemajuan Bangsa dan Negara kita . Amin","24","0","2026-06-08T16:54:46Z","2026-06-08T16:54:46Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgzRnVXBy4ysn6KOiYh4AaABAg","","@youngmanandhandsome","Mau gimanapun Indonesia adalah negara kita mari jaga bersama","222","12","2026-06-08T13:16:42Z","2026-06-08T13:16:42Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgxVsHGiAmtHOTjkWiV4AaABAg","","@Chuckran","Analisa yang hebat, mencerahkan, & mencerdaskan dari Prof Gema.. mari rakyat jaga rakyat, rakyat jaga Negara..","1","0","2026-06-14T17:42:38Z","2026-06-14T17:42:38Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugx1ReZpjBSZ5R67Gmh4AaABAg","","@Nosterafu","Dulu penganut konspirasi diremehkan, direndahkan, di hina2 dan gak ada yang percaya. Namun di tahun 2026 ini kita nyatakan SEBUAH KEBENARAN.","79","2","2026-06-10T11:18:19Z","2026-06-10T11:18:19Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgywecNHYq-N7adIt0N4AaABAg","","@wildanibrahim9154","seluruh masyarakat harus mengadakan nobar ini di tengah-tengah masyarakat!","47","1","2026-06-10T06:41:16Z","2026-06-10T06:41:16Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugwftf3UNWFKbgy0QV94AaABAg","","@guard1026","Mari berdoa untuk Indonesia... Ada peran kuasa gelap di tengah perpecahan dan pertikaian. Di dalam damai turun berkat. NKRI harga mati, jaga mulut dan jari, stay positif apapun keadaannya, ingat kita punya Tuhan yang hidup.","12","0","2026-06-09T07:44:40Z","2026-06-09T07:44:40Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwAPXwFIYxdo8K3QXh4AaABAg","","@peacesim9020","Bersatu Indonesia, bersatu. Jika kita mau memperbaiki nasib, harus bersatu. Pejabat Indonesia, bertobat semua kalian. Stop kejahatan korupsi kalian, kalau mau anak cucu bangsa Indonesia semakin baik ke depan ini.","1","0","2026-06-14T16:30:47Z","2026-06-14T16:30:47Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgzeKToBFq4awmzGSsx4AaABAg","","@wienagardjito3088","Kedaulatan NKRI harga mati 🇮🇩❤️🇮🇩","23","0","2026-06-08T16:50:36Z","2026-06-08T16:50:36Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugx092BqG7waIogrI9t4AaABAg","","@ugichanel","Kalo bukan kita siapa lagi yng  jaga nkri","10","0","2026-06-09T12:46:27Z","2026-06-09T12:46:27Z","False","2026-06-16 06:31:50 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgzsF276z4Q6SefkoiJ4AaABAg","","@dickyjo9712","Brantas semua yg koruptor2 itu, kuat kan lagi UU KPK. Itu akar kekacauan keuangan negara ini sekarang!","59","6","2026-06-09T03:03:10Z","2026-06-09T03:03:10Z","False","2026-06-16 06:31:50 UTC"
