"video_part","video_url","video_id","video_title","channel_title","comment_id","parent_id","author_display_name","comment_text","like_count","reply_count","published_at","updated_at","is_reply","comment_level","collected_at"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyIYh8aAtO_9u20MUx4AaABAg","","@astronacciinternational","Video ini membongkar dugaan tekanan politik dan ekonomi terhadap Indonesia, mulai dari anomali IHSG dan Rupiah, peran elite global, hingga solusi agar Indonesia tetap berdaulat. Tonton videonya sampai selesai!

#Indonesia #Prabowo #EkonomiIndonesia #Rupiah #IHSG #PolitikIndonesia #Geopolitik #PasarModal","925","301","2026-06-08T11:55:24Z","2026-06-08T12:03:35Z","False","top_level","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwJAi2NJFmS4lfH5Al4AaABAg","","@djonysuwono3660","Hebat Anda Pak Gema 👍👏","0","0","2026-06-16T06:54:04Z","2026-06-16T06:54:04Z","False","top_level","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwN5m4c-ovGFBq_h_R4AaABAg","","@SukarsihM-y4x","Mari kita bersatu  doakan biar cepat selesai masalah yang nigatipini dari Magelang  selalu menyimak kak","1","0","2026-06-16T06:21:49Z","2026-06-16T06:21:49Z","False","top_level","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugyyk9teuJ15fz6Fx3F4AaABAg","","@Kartini-s9i","AA sy mau blajar impetasi a
Bisa ajarin","0","0","2026-06-16T06:15:07Z","2026-06-16T06:15:07Z","False","top_level","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgyFN1a5u4RFh15qvR54AaABAg","","@syakiraabdurrahman2945","perusahaan tambang di singapur cabut semua izin tamabang nya.....","0","0","2026-06-16T06:01:35Z","2026-06-16T06:01:35Z","False","top_level","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwHLiAabp6O2Wmwspp4AaABAg","","@syakiraabdurrahman2945","perusahaan tambang di singapur cabut semua izin tamabang nya.....","0","0","2026-06-16T06:01:20Z","2026-06-16T06:01:20Z","False","top_level","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugyl3kevGrc6Rf9c0_54AaABAg","","@willy-9394","Brarti point penting nya ada yg tidak suka dengan Indonesia untuk maju baik dr internal maupun eksternal ya🫣","0","0","2026-06-16T05:20:14Z","2026-06-16T05:20:14Z","False","top_level","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwCDtmXuvCFHnpUp1h4AaABAg","","@mrsukisnoeducation117","Ayo sebarkan konten ini dan kita lawan orang orang yang mau bikin kekacauan","0","0","2026-06-16T05:11:28Z","2026-06-16T05:11:28Z","False","top_level","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgxGC_al6-k6A2TML8l4AaABAg","","@mrsukisnoeducation117","Mantap bang Gema","0","0","2026-06-16T05:10:26Z","2026-06-16T05:10:26Z","False","top_level","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgxvsV4d8dxQKcvWVwN4AaABAg","","@rojaliirsyam5933","Intinya kita ini sudah dijajah asing sudah dipecah belah tapi sangat disayangkan imahasiswa malah demo ...coba ya dari mahasiswa itu diskusi internal, terus ada masukan sampaikan ke pemerintah 
Melalui perwakilan mahasiswa....disisi lain pemerintah membuka forum dialog.entah 1 bulan sekali terserah saja.
. VAri Solusi ....apalgi Kita ini sudah jelas lagi diserang.....
Semoga semuanya sadar kita ini lagi jadi sasaran tembak.","0","0","2026-06-16T05:09:54Z","2026-06-16T05:09:54Z","False","top_level","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","Ugwqt9zgjV2AdbjdfYB4AaABAg","","@mudjiastuti5346","Tetap perkuat kedaulatan NKRI rakyat jangan berpacah belah karena orang2 asing yg merasa rugi sehingga bikin ulah, orang2 Indo sendiri stop jangan jadi anthek2 luar","0","0","2026-06-16T04:57:28Z","2026-06-16T04:57:28Z","False","top_level","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgzXOiOQmRrCvLuqh4d4AaABAg","","@michusa2000","Yesssss","1","0","2026-06-16T04:37:35Z","2026-06-16T04:37:35Z","False","top_level","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgzAFrGqZVm0b2jCB_d4AaABAg","","@mohsupandi4719","Jgn bosan bang edukasi terus biar smua masyarakat Indonesia mlek  dan sadar . .","0","0","2026-06-16T03:28:03Z","2026-06-16T03:28:03Z","False","top_level","2026-06-16 07:16:44 UTC"
"Part 2","https://youtu.be/zc7vQz_MHxw?si=yBC-xcK5pHSHy1OA","zc7vQz_MHxw","INFO A1 URGENT!! INDONESIA DI SERANG. KERUSUHAN BESAR DIAGENDAKAN!! SINGAPORE MAEN KITA YOK??","Astronacci","UgwbmxUOz3wIySXOfgp4AaABAg","","@MrAri421","kepala nya itu kurang besar supaya  isinya ga keluar/bocor ...ni tingkat nya di level  bawah itu rekap ekor dan kepala. dengan pedoman 1000 mimpi dan tingkat menengah  sbg kode alam berhubungan tafsir 234 angka oleh mbah togel nyi gudek.neng pocong....terakhir  harus tapa di sumur boyo / sepiteng bocor.TERTINGGI aadalah .dajalisasi. salam ruang kubur.","0","0","2026-06-16T02:50:51Z","2026-06-16T02:50:51Z","False","top_level","2026-06-16 07:16:44 UTC"
